Updated,ConfirmedChange,DeathsChange
02/29/2020,0,0
03/01/2020,5,0
03/02/2020,2,0
03/03/2020,3,0
03/04/2020,3,0
03/05/2020,0,0
03/06/2020,0,0
03/07/2020,0,0
03/08/2020,1,0
03/09/2020,0,0
03/10/2020,2,0
03/11/2020,2,0
03/12/2020,2,0
03/13/2020,2,1
03/14/2020,5,1
03/15/2020,9,0
03/16/2020,21,0
03/17/2020,53,0
03/18/2020,44,0
03/19/2020,105,2
03/20/2020,107,1
03/21/2020,165,2
03/22/2020,257,7
03/23/2020,192,4
03/24/2020,101,9
03/25/2020,129,2
03/26/2020,192,5
03/27/2020,224,7
03/28/2020,208,7
03/29/2020,89,10
03/30/2020,42,4
03/31/2020,336,17
04/01/2020,456,19
04/02/2020,405,22
04/03/2020,205,25
04/04/2020,97,25
04/05/2020,181,10
04/06/2020,101,11
04/07/2020,248,29
04/08/2020,455,22
04/09/2020,515,30
04/10/2020,2196,25
04/11/2020,96,18
04/12/2020,209,18
04/13/2020,63,22
04/14/2020,74,14
04/15/2020,255,19
04/16/2020,367,15
04/17/2020,225,18
04/18/2020,572,35
04/19/2020,446,18
04/20/2020,660,33
04/21/2020,270,13
04/22/2020,452,17
04/23/2020,333,23
04/24/2020,2291,0
04/25/2020,2292,0
04/26/2020,2292,0
04/27/2020,2292,0
04/28/2020,2292,0
04/30/2020,2292,340
05/01/2020,1402,163
05/02/2020,1128,308
05/03/2020,2074,193
05/04/2020,2343,5
05/05/2020,70,0
05/06/2020,70,49
05/07/2020,70,36
05/08/2020,70,50
05/09/2020,70,13
05/10/2020,70,410
05/11/2020,70,18
05/12/2020,70,182
05/13/2020,70,7
05/14/2020,70,4
05/15/2020,71,256
05/16/2020,71,94
05/17/2020,459,48
05/18/2020,400,63
05/19/2020,569,40
05/20/2020,703,49
05/21/2020,452,51
05/22/2020,522,117
05/23/2020,430,40
05/24/2020,498,12
05/25/2020,599,95
05/26/2020,301,18
05/27/2020,447,54
05/28/2020,368,38
05/29/2020,100,21
05/30/2020,272,12
05/31/2020,255,12
06/01/2020,896,36
06/02/2020,420,44
06/03/2020,552,48
06/04/2020,609,48
06/05/2020,531,58
06/06/2020,622,16
06/07/2020,392,13
06/08/2020,258,21
06/09/2020,539,48
06/10/2020,523,30
06/11/2020,642,48
06/12/2020,696,60
06/13/2020,578,46
06/14/2020,395,22
06/15/2020,571,33
06/16/2020,621,41
06/17/2020,547,37
06/18/2020,607,80
06/19/2020,634,69
06/20/2020,452,43
06/21/2020,457,24
06/22/2020,275,23
06/23/2020,728,28
06/24/2020,691,35
06/25/2020,822,34
06/26/2020,700,63
06/27/2020,718,18
06/28/2020,681,5
06/29/2020,410,73
06/30/2020,677,25
07/01/2020,1915,49
07/02/2020,1229,63
07/03/2020,1171,61
07/04/2020,878,69
07/05/2020,423,12
07/06/2020,422,40
04/15/2020,422,40
04/16/2020,13,40
04/18/2020,9,40
04/20/2020,9,40
04/21/2020,24,40
04/23/2020,19,40
04/24/2020,19,40
04/26/2020,70,40
