Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
319,10,22,0.0,Aichi
15,4,0,0.0,Akita
22,8,0,0.0,Aomori
455,57,4,0.0,Chiba
30,4,2,0.0,Ehime
88,8,2,0.0,Fukui
362,88,0,0.0,Fukuoka
38,5,0,0.0,Fukushima
105,15,1,0.0,Gifu
90,57,2,0.0,Gunma
56,31,0,0.0,Hiroshima
267,21,11,0.0,Hokkaido
375,51,13,0.0,Hyogo
109,14,3,0.0,Ibaraki
113,21,0,0.0,Ishikawa
8,5,0,0.0,Kagawa
4,1,0,0.0,Kagoshima
478,52,7,0.0,Kanagawa
60,13,0,0.0,Kochi
28,5,1,0.0,Kumamoto
193,17,3,0.0,Kyoto
17,2,0,0.0,Mie
52,16,0,0.0,Miyagi
17,1,0,0.0,Miyazaki
29,8,0,0.0,Nagano
41,7,0,0.0,Nara
42,3,0,0.0,Niigata
42,1,0,0.0,Oita
66,24,0,0.0,Okinawa
812,112,6,0.0,Osaka
13,2,0,0.0,Saga
386,58,5,0.0,Saitama
38,12,0,0.0,Shiga
41,25,0,0.0,Shizuoka
35,4,0,0.0,Tochigi
2080,276,19,0.0,Tokyo
30,14,0,0.0,Toyama
34,2,1,0.0,Wakayama
34,7,0,0.0,Yamagata
23,6,0,0.0,Yamaguchi
35,11,0,0.0,Yamanashi
