Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
0,0.0,0,0.0,Catamarca
9044,344.0,293.0,0.0,City of Buenos Aires
1090,45.0,65.0,0.0,Chaco
21,1.0,65.0,0.0,Chubut
11428,420.0,255.0,0.0,City of Buenos Aires
96,0.0,255.0,0.0,Corrientes
465,1.0,33.0,0.0,Cordoba
53,2.0,33.0,0.0,Entre Rios
0,0.0,33.0,0.0,Formosa
6,0.0,33.0,0.0,Jujuy
64,0.0,8.0,0.0,La Rioja
38,1.0,1.0,0.0,Misiones
101,1.0,9.0,0.0,Mendoza
154,2.0,5.0,0.0,Neuquen
478,11.0,22.0,0.0,Rio Negro
5,0.0,22.0,0.0,San Juan
22,0.0,22.0,0.0,Santiago del Estero
277,1.0,3.0,0.0,Santa Fe
11,0.0,3.0,0.0,San Luis
149,0.0,0.0,0.0,"Tierra del Fuego, Antarctica, and South Atlantic Islands"
49,0.0,5.0,0.0,Tucuman
